year,AT,AP,AH,AFDP,GTEP,TIT,TAT,TEY,CDP,CO,NOX
2014,12.116,1018.5,84.215,2.5454,23.452,1060.5,549.98,119.2,11.034,2.4759,68.577
2013,11.833,1017.7,98.321,3.2274,24.443,1086.4,550.09,134.25,11.966,1.2787,64.965
2011,15.878,1016.1,49.947,3.5547,24.176,1086.3,550.06,133.53,11.752,1.3558,70.014
2013,10.307,1018.5,85.198,2.9466,23.949,1084.8,550.07,133.72,11.835,1.6812,74.936
2011,14.307,1018.2,77.502,4.4976,32.066,1099.9,530.63,158.93,13.841,1.6183,62.498
2013,28.557,1010.6,66.034,4.2968,25.623,1091.2,549.75,132.25,12.142,1.9065,59.52
2012,23.098,1006.3,66.239,3.3639,20.344,1058.9,550.01,110.79,10.568,4.4449,56.623
2013,23.622,1010.4,60.571,3.8102,21.125,1065.2,550.06,114.97,10.972,3.2852,59.374
2015,13.597,1020.8,49.692,3.3434,28.8,1077.2,549.94,131.32,11.762,3.0015,66.527
2011,29.283,1007.9,58.563,3.9366,25.788,1092.6,549.63,133.7,12.057,0.34469,64.308
2012,16.024,1019.1,78.998,2.8199,24.395,1087.2,549.92,133.88,12.016,0.93261,61.001
2014,19.897,1011.4,74.158,3.7525,25.247,1081.7,549.94,134.27,11.901,1.6453,64.524
2014,15.379,1020.3,83.784,4.6657,32.262,1099.9,536.43,157.49,13.736,1.2303,61.085
2015,10.577,1004.9,75.653,2.9199,22.615,1062.8,549.59,122.52,11.158,4.8621,72.008
2014,11.2,1014.2,86.754,3.5671,24.856,1084.8,549.88,133.35,11.863,0.9002,60.707
2014,24.621,1010.8,95.485,4.1527,25.327,1079.8,550.0,129.46,11.981,1.9673,47.78
2015,27.57,1016.4,42.803,4.3351,30.767,1100.1,542.26,150.64,13.347,1.7598,48.846
2014,17.656,1008.3,86.665,4.8117,27.123,1092.2,549.77,141.07,12.417,1.3147,62.828
2014,32.276,1007.3,61.54,4.1781,24.631,1074.8,549.82,122.48,11.589,1.5277,44.916
2012,19.631,1012.1,89.328,4.3378,25.201,1089.3,550.17,133.94,12.038,1.7475,65.744
2012,20.231,1013.0,72.301,2.9554,24.318,1085.6,550.03,132.29,11.954,1.6422,68.728
2015,15.052,1012.7,75.374,3.4647,24.989,1081.7,550.01,135.47,12.017,2.2633,63.35
2015,7.9385,1014.1,69.698,2.9258,23.819,1068.6,549.86,127.03,11.427,5.0326,86.469
2012,32.1,1006.2,42.184,4.4475,26.754,1095.0,550.38,133.82,12.33,1.076,71.067
2013,25.481,1013.6,62.665,5.4299,25.952,1093.3,550.38,134.13,12.169,1.1879,67.338
2014,26.695,1011.1,63.762,3.8023,25.081,1077.9,549.94,127.36,11.829,1.7529,53.976
2015,29.18,1005.3,54.655,4.4693,30.931,1099.9,542.83,148.97,13.375,1.3316,53.928
2012,15.748,1015.7,91.591,4.0954,18.834,1043.8,544.77,105.59,10.188,8.0149,87.65
2014,23.019,1009.9,95.552,4.0076,24.675,1077.2,550.09,128.15,11.867,1.9916,49.732
2014,28.868,1005.8,78.001,4.9694,28.876,1097.9,549.28,142.38,12.861,1.7876,54.202
2011,30.956,1009.3,57.86,4.1083,26.251,1094.4,549.92,133.75,12.295,0.69632,62.508
2015,9.1131,1019.3,73.991,4.0586,36.304,1100.0,534.16,161.0,13.977,3.296,58.906
2015,15.481,1012.6,60.165,3.4972,30.891,1087.8,549.95,138.89,12.271,3.4838,64.24
2012,23.275,1011.2,92.732,4.4055,25.312,1090.0,550.15,132.78,12.216,1.7273,59.367
2011,11.669,1014.0,83.463,4.062,24.648,1088.3,550.23,136.12,11.987,1.6607,77.086
2013,17.647,1008.8,82.476,2.8838,19.441,1055.3,550.05,109.41,10.332,3.8551,60.118
2012,10.131,1019.5,100.17,3.9461,32.669,1099.9,529.6,160.21,13.878,0.25008,64.889
2015,24.264,1003.9,65.012,4.262,30.241,1099.9,544.51,149.23,13.277,1.1271,55.013
2013,11.963,1015.4,93.095,4.134,32.374,1099.9,530.62,159.44,13.837,1.0324,69.581
2014,9.9959,1021.4,81.217,3.5017,25.083,1080.2,549.96,135.99,11.928,0.92201,64.125
2011,10.061,1020.9,74.011,4.7807,32.484,1100.2,528.57,161.34,14.091,0.49222,67.861
2012,29.986,1009.3,57.941,4.275,26.176,1092.9,549.64,132.84,12.216,1.5581,62.199
2012,9.5042,1028.4,87.976,4.0393,19.849,1041.9,538.49,110.76,10.606,6.8659,104.27
2011,23.568,1008.0,78.944,3.7542,25.441,1090.7,549.86,133.74,12.207,0.3125,61.538
2011,23.781,1015.4,65.74,4.7298,29.301,1100.0,539.77,149.81,13.205,1.3851,61.634
2015,22.27,1014.8,64.867,3.8137,24.717,1080.7,549.54,131.14,11.974,2.0386,56.133
2015,16.008,1012.9,86.948,3.42,24.845,1080.9,550.23,131.42,12.005,3.6499,55.545
2015,25.851,1004.9,80.74,4.1946,28.869,1098.4,548.12,144.21,12.983,2.0764,54.3
2015,7.5159,1031.6,77.249,3.2683,23.078,1074.1,549.99,130.2,11.598,3.5813,69.011
2011,16.2,1012.5,94.601,4.5817,31.861,1099.9,532.59,155.65,13.642,1.1482,60.429
2012,16.397,994.37,66.738,4.4143,24.824,1086.7,549.88,134.72,11.897,1.3,77.425
2015,22.44,1017.5,78.524,4.0015,28.071,1085.4,542.96,139.16,12.629,2.1467,48.294
2014,19.038,1012.8,89.326,3.6908,24.03,1074.5,550.27,127.91,11.703,1.9684,56.007
2013,11.884,1008.3,91.89,3.0718,23.214,1075.8,548.99,127.4,11.53,3.2688,76.588
2014,17.795,1010.5,77.48,3.7424,25.37,1081.7,550.1,134.31,12.044,1.304,65.562
2015,24.829,1010.6,78.042,4.2679,29.561,1099.9,546.19,146.83,13.153,1.4322,54.97
2012,4.1811,1015.6,87.478,2.8575,23.434,1083.1,550.01,134.46,11.815,1.5418,82.369
2011,29.498,1004.6,52.171,4.4604,30.499,1099.7,539.6,147.86,13.227,0.42957,56.293
2014,17.296,1025.3,88.505,3.9754,22.246,1065.6,550.04,120.48,11.22,2.8813,61.985
2014,10.329,1010.8,94.794,3.4745,25.489,1077.3,549.96,134.99,11.968,1.7807,79.475
2015,17.425,999.25,84.901,3.5244,24.145,1076.0,550.36,129.98,11.822,2.0773,52.049
2011,18.747,1015.0,93.038,3.0717,19.61,1058.3,549.74,111.79,10.549,2.2118,61.462
2011,28.884,1015.2,41.475,3.612,22.722,1075.0,549.83,120.03,11.279,1.6095,61.753
2015,12.687,1026.6,63.943,4.497,32.24,1100.0,534.02,158.78,13.963,2.7404,50.103
2011,5.2353,1017.0,91.344,3.9399,23.886,1086.0,550.09,134.24,11.91,1.2032,82.097
2011,17.041,1020.5,71.626,3.2446,19.073,1055.5,550.07,109.69,10.471,3.382,73.102
2012,11.808,1020.8,83.688,2.2296,19.094,1038.6,538.46,108.59,10.515,7.3719,87.93
2011,9.5288,1018.4,75.333,5.2073,32.727,1100.0,527.67,162.44,14.077,1.4159,69.515
2013,12.364,1009.5,97.382,2.8679,21.1,1063.3,548.74,118.14,10.953,6.9778,93.601
2011,16.349,1021.1,62.697,4.1483,24.308,1088.2,550.04,134.65,11.999,1.3855,77.901
2013,15.941,1010.2,85.71,3.822,29.921,1100.0,541.51,150.08,13.142,1.1055,75.297
2011,19.421,1010.4,97.215,3.2233,19.91,1058.7,549.88,112.11,10.519,2.1886,57.575
2014,8.7741,1013.9,94.022,3.6121,24.769,1075.9,549.98,133.85,11.858,1.6056,63.036
2015,10.88,1019.8,72.664,3.2592,23.276,1075.1,550.2,130.56,11.629,3.2141,60.766
2015,22.546,1010.1,67.88,3.6968,30.971,1092.2,549.98,139.79,12.423,1.6128,59.711
2011,7.0311,1030.1,93.637,4.8118,29.298,1099.7,539.13,154.72,13.237,0.80091,74.359
2012,10.592,1024.1,89.112,4.4569,22.362,1067.1,545.44,123.85,11.294,2.9293,82.959
2012,18.728,1008.6,85.933,4.6533,28.907,1099.8,542.36,148.8,13.106,1.2364,73.186
2013,17.471,1001.9,72.759,3.3273,24.768,1086.8,549.91,133.68,11.927,1.5963,76.032
2012,13.336,1013.3,89.574,3.4901,18.799,1053.3,550.09,109.11,10.402,5.923,81.97
2013,14.837,1004.4,82.176,4.1074,31.423,1099.9,534.21,156.17,13.656,0.9524,72.372
2013,10.896,1023.9,85.87,4.0245,32.879,1099.9,528.25,161.88,14.04,1.0737,66.41
2011,24.517,1013.7,87.008,4.4028,29.712,1099.7,540.14,147.46,13.347,0.22006,53.358
2011,13.124,1010.3,97.373,4.2451,24.095,1084.9,550.18,132.94,11.863,1.4639,71.953
2015,6.2525,1024.1,93.171,4.5351,33.642,1100.0,531.12,164.31,14.14,3.1248,50.94
2011,6.3992,1024.6,86.827,5.493,33.283,1099.9,525.97,165.62,14.157,0.21846,60.38
2014,22.646,1015.0,57.757,4.7701,32.643,1100.0,537.1,156.21,13.734,1.2877,56.904
2014,23.069,1002.8,76.661,4.7152,31.237,1099.9,542.46,150.2,13.343,1.1727,53.438
2012,30.245,1006.5,53.335,4.7827,30.256,1099.7,540.48,148.82,13.098,1.4362,63.298
2011,13.465,1017.5,77.476,4.972,31.796,1098.5,530.38,157.52,13.803,0.9115,64.615
2015,11.927,1017.3,61.941,3.4087,28.788,1084.2,550.05,136.94,12.174,2.483,64.773
2011,19.495,1010.1,82.859,2.7786,18.028,1047.7,549.62,103.81,10.086,4.5532,74.357
2014,20.363,1003.1,90.379,3.8481,24.772,1077.7,550.02,130.85,11.854,1.702,53.111
2014,5.9117,1029.4,75.442,3.8072,33.002,1100.1,532.3,163.79,14.121,0.68662,57.467
2011,10.992,1016.0,75.2,4.3769,27.644,1076.9,532.32,140.99,12.706,3.7173,79.271
2012,14.545,1012.9,82.85,3.9554,19.459,1052.9,547.97,110.94,10.413,6.8481,79.027
2015,26.699,1016.2,54.73,3.9326,24.708,1080.4,549.96,129.31,12.006,1.9319,52.38
2015,7.3107,1023.2,74.948,4.4771,32.647,1100.0,532.24,162.79,14.093,1.9643,48.236
2015,25.983,1017.3,60.188,4.4528,31.351,1100.1,539.99,151.31,13.577,0.95039,46.33
2015,14.893,1011.9,83.901,3.2416,23.216,1073.0,550.3,127.79,11.639,2.1189,50.746
2011,21.136,1014.6,94.312,3.3014,20.343,1061.6,549.84,112.89,10.807,2.0441,53.714
2012,25.773,1007.8,78.639,3.9921,25.069,1085.9,550.32,129.84,11.918,2.0724,59.161
2012,12.18,1023.8,92.119,4.3232,23.309,1082.5,549.94,130.91,11.715,2.821,70.293
2012,21.116,1015.9,83.09,3.9391,24.324,1084.2,549.99,129.84,11.904,2.651,61.197
2013,11.127,1007.2,89.702,3.0549,23.888,1083.3,549.9,132.86,11.81,2.659,79.297
2015,31.6,1006.9,53.956,4.3007,29.962,1099.9,546.0,146.56,13.133,1.1034,48.682
2013,9.0475,1024.2,92.444,3.0849,23.869,1084.4,549.78,133.27,11.73,0.82655,67.528
2011,10.893,1025.8,81.178,4.7097,32.708,1099.7,528.3,162.39,14.0,0.40253,63.718
2012,28.357,1010.0,54.128,4.4366,26.343,1094.7,549.64,134.82,12.35,4.6118,75.504
2012,17.019,1007.0,91.247,4.9226,29.391,1099.9,540.23,151.38,13.27,1.7276,70.83
2012,8.8852,1001.2,99.336,6.237,32.085,1099.8,532.86,160.21,13.722,0.32244,67.338
2013,15.785,1002.6,86.791,4.0369,30.825,1099.8,536.49,154.1,13.487,0.66152,72.895
2013,16.363,1017.0,74.039,5.2758,25.083,1089.9,550.17,135.15,12.13,1.4602,69.714
2011,30.206,1002.2,66.715,4.4042,29.35,1100.2,543.85,144.75,12.982,0.15298,54.12
2012,19.26,999.87,71.101,6.0578,31.24,1099.8,536.59,154.3,13.48,1.3486,71.613
2012,19.317,1009.4,69.939,4.1135,24.334,1083.7,550.18,130.16,11.752,2.7547,70.482
2013,18.167,1004.8,92.368,3.3674,25.666,1089.0,549.94,134.6,11.952,1.2213,65.325
2014,18.963,1016.1,77.178,4.5486,31.732,1100.0,539.92,154.53,13.58,0.94433,57.968
2014,31.864,1005.1,58.292,4.3145,26.019,1082.9,549.93,129.11,12.078,1.6822,51.795
2012,28.164,1017.4,52.022,3.5527,20.652,1061.5,549.97,110.8,10.745,1.4552,48.541
2015,10.983,1025.9,61.541,3.35,23.49,1076.8,550.1,131.2,11.842,3.3611,61.628
2011,5.9415,1013.1,90.455,3.9749,23.699,1083.8,550.19,133.59,11.732,0.88675,81.593
2015,28.408,1006.1,50.749,4.3293,30.434,1099.9,544.3,148.52,13.27,2.9227,58.412
2012,7.1608,1023.8,62.371,3.9695,34.31,1099.8,522.81,167.66,14.419,0.55717,62.287
2014,29.049,1008.0,65.29,4.225,25.684,1080.9,549.79,128.89,11.989,1.9356,52.509
2012,13.049,1020.4,95.743,3.7651,19.037,1050.2,546.44,109.38,10.466,6.8639,80.445
2011,11.601,1011.6,80.789,4.6432,32.203,1100.1,530.83,159.5,13.84,0.31771,65.784
2012,29.282,1012.2,64.651,4.1227,26.046,1091.7,550.45,132.86,12.174,1.6033,60.457
2013,14.366,1020.5,89.471,3.6821,29.357,1100.0,542.44,150.14,13.074,0.9069,75.529
2012,25.175,1016.8,76.404,4.5437,25.727,1092.5,549.63,133.56,12.26,1.4127,64.659
2014,9.9128,1019.9,79.602,2.9901,21.434,1058.4,550.14,119.85,10.945,1.3303,60.019
2015,10.987,1015.6,69.34,3.1942,28.591,1074.2,549.84,130.0,11.707,2.4072,68.453
2014,9.8039,1019.9,67.083,2.4869,21.951,1040.0,544.61,109.25,10.412,7.2338,86.142
2012,14.736,1013.9,94.871,3.0077,24.456,1085.8,550.13,133.19,11.912,1.4436,71.754
2012,20.949,1006.9,85.483,3.6543,19.587,1055.9,550.07,109.12,10.503,4.4792,54.85
2011,31.088,1008.3,52.745,3.6211,23.814,1080.9,550.14,124.8,11.72,0.71838,54.046
2015,14.787,1011.6,76.166,3.0752,22.382,1065.0,550.17,121.53,11.214,5.2864,61.579
2015,16.757,1022.4,57.966,2.5775,18.029,1034.5,545.08,101.83,10.091,9.1227,77.286
2014,23.979,1007.4,97.286,5.1292,29.873,1099.9,547.02,145.57,13.078,1.526,53.807
2013,14.922,1014.9,98.98,3.3392,25.296,1088.3,549.6,134.9,11.94,2.0468,68.684
2014,16.233,1009.5,88.416,3.723,25.244,1081.8,550.01,135.13,11.922,1.6381,63.46
2013,18.262,1002.8,65.535,3.415,25.048,1088.2,549.81,134.06,11.908,2.4117,88.624
2011,24.39,1000.9,91.358,4.5864,30.998,1099.5,537.41,148.98,13.295,0.3957,54.914
2013,22.45,1016.3,72.415,5.3099,25.769,1092.5,550.14,134.86,12.18,2.3935,83.918
2012,21.396,1018.1,97.346,4.7946,27.091,1098.7,549.48,140.14,12.584,1.7459,65.613
2011,14.176,1020.5,67.882,4.3585,30.418,1100.0,533.29,156.74,13.692,1.3315,68.873
2015,11.586,1022.7,79.028,2.593,18.297,1023.4,536.81,101.47,10.14,14.339,112.61
2012,18.254,1013.9,92.096,5.3008,25.237,1088.9,550.11,134.29,12.049,1.4919,70.139
2012,23.676,1004.4,92.516,3.9187,22.356,1070.5,550.03,119.36,11.141,3.2237,53.805
2011,11.521,1023.4,83.286,5.446,32.602,1100.0,528.55,160.84,13.992,0.21001,60.38
2015,0.71835,1016.4,65.821,2.5666,21.589,1048.4,541.82,120.19,11.008,9.4781,97.309
2013,24.003,1018.8,77.163,3.3729,25.97,1091.6,549.86,134.58,12.091,1.4967,64.955
2012,13.432,1019.9,90.773,4.4044,24.483,1087.6,550.04,134.19,11.88,1.4806,64.083
2015,17.129,1020.4,72.173,3.3064,24.02,1077.6,550.09,130.51,11.835,2.4131,53.278
2012,17.451,1027.6,67.737,4.697,25.021,1089.4,549.79,133.71,11.914,1.0998,74.988
2015,11.05,1010.6,66.743,3.2614,29.695,1076.1,549.96,131.21,11.793,3.8294,64.902
2012,14.426,1013.4,79.921,4.128,24.599,1086.7,550.02,133.8,11.959,1.9049,72.63
2015,9.324,1012.5,81.171,3.2391,25.875,1075.2,550.11,130.86,11.633,3.4246,66.021
2011,23.223,1003.4,82.505,3.3712,22.684,1074.2,549.87,122.26,11.254,1.1712,54.32
2015,22.008,1006.3,81.066,3.8962,24.873,1079.9,549.74,130.86,11.929,1.5302,46.018
2015,25.502,1004.0,58.075,3.8766,27.732,1095.4,550.01,141.67,12.693,1.5933,56.257
2012,5.7562,1006.9,97.391,4.9391,23.826,1082.6,549.76,134.39,11.805,1.477,79.618
2011,7.4789,1010.8,96.901,3.7823,23.541,1083.0,549.96,133.67,11.847,1.4127,78.829
2014,27.724,1005.0,83.473,4.1575,25.324,1078.8,549.93,127.56,11.893,1.7472,47.101
2015,7.7533,1011.8,73.067,2.6621,20.886,1039.7,545.41,109.27,10.39,8.0651,82.26
2015,11.81,1004.9,83.924,3.5288,28.822,1083.4,550.18,137.12,11.987,2.9365,62.585
2013,10.701,1006.4,95.723,2.4867,19.018,1049.8,547.7,109.7,10.448,7.9151,88.311
2013,25.494,1010.1,72.901,3.6882,21.338,1066.8,549.94,115.58,10.878,2.9081,52.022
2015,0.037561,1011.4,75.725,3.0102,23.11,1073.3,550.0,130.19,11.521,3.2779,85.41
2013,15.726,1004.5,74.783,4.1,31.538,1099.9,533.93,156.34,13.596,0.68393,69.97
2015,3.178,1022.9,80.053,4.1332,33.797,1099.9,529.26,167.06,14.302,2.7064,58.02
2013,27.357,1013.6,55.646,4.2537,25.64,1092.1,550.3,133.04,12.25,0.71355,63.337
2014,12.587,1012.4,90.52,3.441,25.233,1077.9,550.04,134.66,11.897,1.4039,61.285
2014,19.89,1015.4,97.073,4.0761,22.93,1067.9,549.99,121.82,11.249,2.5178,54.212
2014,26.658,1008.6,73.048,3.8433,25.093,1077.9,549.98,128.06,11.794,1.7964,50.979
2013,18.277,1015.0,84.53,5.3242,25.67,1092.5,549.95,136.6,12.144,2.9356,92.78
2015,32.756,1007.0,55.557,4.467,29.585,1099.9,546.58,146.11,13.079,1.9991,54.795
2014,13.512,1017.6,94.955,2.7097,18.809,1030.0,543.18,103.61,9.9528,7.3268,83.866
2011,6.7452,1011.3,90.836,5.0136,32.925,1099.6,527.18,165.16,14.177,0.58526,69.365
2012,15.744,1021.2,85.003,4.3907,24.86,1089.8,549.97,134.62,12.045,1.3492,64.255
2013,9.4347,1015.3,92.771,3.0327,23.854,1083.6,550.0,133.02,11.837,1.818,79.069
